xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.58914,0.48732,0.99597,0.09838,0.00159,0.00002,0.00096,0.98728,0.00115,0.00452,0.00192,0.00085,0.00052,0.00119,3,5
0.02861,0.37964,0.02243,0.25658,0.00059,0.00002,0.00233,0.00183,0.98459,0.00239,0.00198,0.00249,0.00259,0.00119,4,5
0.45636,0.98538,0.04979,0.49496,0.00076,0.98427,0.00127,0.00004,0.00002,0.00261,0.00200,0.00139,0.00259,0.00506,1,1
0.56943,0.48977,0.98288,0.08851,0.00150,0.00003,0.00107,0.98572,0.00129,0.00578,0.00191,0.00091,0.00061,0.00117,3,3
0.00953,0.38110,0.00394,0.24638,0.00049,0.00001,0.00180,0.00136,0.98807,0.00173,0.00140,0.00227,0.00189,0.00096,4,4
0.19875,0.02058,0.16330,0.05476,0.24843,0.00798,0.04099,0.00986,0.02076,0.00198,0.00262,0.00070,0.66007,0.00661,8,0
0.00649,0.37256,0.00579,0.24498,0.00047,0.00001,0.00185,0.00138,0.98796,0.00182,0.00137,0.00254,0.00169,0.00092,4,4
0.17439,0.02172,0.15812,0.06052,0.40585,0.01026,0.00654,0.01059,0.01364,0.00096,0.00185,0.00119,0.50073,0.04840,8,8
0.49896,0.36149,0.81795,0.47193,0.00573,0.00086,0.03308,0.70142,0.00944,0.01489,0.22538,0.00275,0.00288,0.00358,3,6
0.55769,0.48461,0.96178,0.09495,0.00158,0.00003,0.00110,0.98317,0.00164,0.00690,0.00217,0.00121,0.00066,0.00154,3,7
0.49746,0.48485,0.89934,0.08964,0.00106,0.00012,0.00299,0.94729,0.00269,0.03714,0.00328,0.00266,0.00123,0.00152,3,3
0.53068,0.32359,0.54094,0.60320,0.00551,0.00157,0.02781,0.16506,0.08937,0.01441,0.66976,0.00451,0.00726,0.01473,6,4
0.23354,0.33155,0.25718,0.27245,0.00382,0.00182,0.97799,0.00175,0.00387,0.00376,0.00375,0.00151,0.00172,0.00001,2,0
0.29417,0.05737,0.40925,0.20382,0.01611,0.00642,0.01153,0.08744,0.02653,0.03022,0.02546,0.00039,0.77146,0.02445,8,8
0.28761,0.04153,0.24961,0.21386,0.02025,0.02401,0.00193,0.02022,0.01468,0.01579,0.01103,0.00082,0.72587,0.16539,8,8
0.50130,0.37488,0.82740,0.38490,0.00422,0.00060,0.01850,0.83993,0.00890,0.02136,0.09661,0.00316,0.00283,0.00389,3,3
0.25563,0.32745,0.35106,0.25926,0.00467,0.00119,0.98250,0.00244,0.00186,0.00218,0.00289,0.00150,0.00077,0.00001,2,2
0.99176,0.54816,0.22588,0.42220,0.00305,0.00320,0.00000,0.00128,0.00079,0.00017,0.00155,0.00192,0.00166,0.98638,9,9
0.28712,0.00439,0.08430,0.04210,0.00253,0.00180,0.00066,0.00059,0.00212,0.00154,0.00027,0.00001,0.98829,0.00219,8,8
0.57525,0.25938,0.53426,0.93385,0.00029,0.00150,0.00365,0.00621,0.00243,0.00122,0.98128,0.00023,0.00062,0.00259,6,3
0.57578,0.24227,0.48552,0.97942,0.00023,0.00161,0.00331,0.00296,0.00191,0.00077,0.98660,0.00017,0.00049,0.00196,6,6
0.40238,0.46132,0.65359,0.13367,0.00105,0.00312,0.00764,0.45899,0.01078,0.47349,0.01116,0.00753,0.01661,0.00962,5,9
0.13043,0.02286,0.26867,0.01366,0.96910,0.00134,0.00538,0.00392,0.00134,0.00003,0.00022,0.00124,0.01357,0.00387,0,8
0.00000,0.35929,0.00612,0.22383,0.00068,0.00003,0.00229,0.00183,0.98168,0.00279,0.00137,0.00644,0.00146,0.00145,4,7
0.55809,0.48654,0.97468,0.10065,0.00143,0.00003,0.00115,0.98385,0.00144,0.00690,0.00224,0.00101,0.00065,0.00129,3,5
0.59303,0.24585,0.49247,0.99439,0.00019,0.00138,0.00285,0.00266,0.00165,0.00065,0.98832,0.00014,0.00041,0.00175,6,6
0.24167,0.33979,0.27127,0.24784,0.00255,0.00263,0.97383,0.00217,0.00325,0.00831,0.00321,0.00272,0.00133,0.00001,2,2
0.52154,0.34096,0.72765,0.55940,0.00608,0.00187,0.01210,0.46793,0.01568,0.01415,0.45214,0.00370,0.00475,0.02159,3,6
0.47423,0.37073,0.75666,0.39167,0.01615,0.00171,0.18617,0.60271,0.01183,0.01910,0.15108,0.00560,0.00418,0.00146,3,3
0.12543,0.64007,0.14691,0.11653,0.00164,0.00149,0.00158,0.00104,0.00282,0.00295,0.00008,0.98648,0.00001,0.00191,7,7
0.53914,0.23735,0.44312,0.87025,0.00121,0.00447,0.03805,0.00541,0.00395,0.00173,0.94233,0.00054,0.00127,0.00105,6,0
0.57685,0.47325,0.96453,0.10528,0.00224,0.00004,0.00146,0.98348,0.00156,0.00543,0.00252,0.00110,0.00075,0.00141,3,5
0.56278,0.43099,0.84537,0.16088,0.00852,0.00020,0.00177,0.95424,0.00442,0.00680,0.00690,0.00324,0.00251,0.01141,3,3
0.56322,0.45042,0.96218,0.16669,0.00200,0.00005,0.00150,0.98058,0.00179,0.00577,0.00461,0.00109,0.00076,0.00185,3,3
0.28599,0.00903,0.11007,0.03110,0.00260,0.00182,0.00076,0.00077,0.00219,0.00190,0.00029,0.00001,0.98750,0.00217,8,8
0.55400,0.47360,0.95446,0.11848,0.00195,0.00005,0.00168,0.98074,0.00180,0.00721,0.00311,0.00115,0.00086,0.00146,3,5
0.59058,0.44761,0.94675,0.12557,0.00309,0.00006,0.00381,0.97703,0.00194,0.00684,0.00385,0.00153,0.00083,0.00101,3,3
0.99106,0.54749,0.22728,0.42221,0.00303,0.00318,0.00000,0.00130,0.00080,0.00017,0.00156,0.00191,0.00166,0.98638,9,9
0.41306,0.36995,0.57331,0.35240,0.01658,0.00308,0.69711,0.14262,0.01878,0.02291,0.08575,0.00623,0.00653,0.00041,2,2
0.12168,0.63407,0.15007,0.12054,0.00198,0.00157,0.00159,0.00118,0.00313,0.00284,0.00010,0.98526,0.00001,0.00234,7,7
0.96956,0.54854,0.23922,0.43214,0.00280,0.00299,0.00000,0.00131,0.00073,0.00016,0.00163,0.00168,0.00159,0.98711,9,9
0.27080,0.01378,0.07779,0.05668,0.00401,0.00192,0.00146,0.00109,0.00652,0.00258,0.00054,0.00002,0.97887,0.00299,8,0
0.50974,0.48392,0.91152,0.09442,0.00151,0.00008,0.00187,0.96766,0.00250,0.01813,0.00298,0.00207,0.00116,0.00204,3,3
0.54593,0.39415,0.65538,0.26614,0.15650,0.00380,0.02316,0.66917,0.01636,0.00657,0.04987,0.01148,0.02008,0.04300,3,0
0.37424,0.46721,0.55012,0.20693,0.00013,0.00494,0.02022,0.06444,0.00442,0.88650,0.00829,0.00562,0.00465,0.00080,5,5
0.12296,0.35796,0.21387,0.27249,0.05034,0.00150,0.21628,0.03803,0.59903,0.01092,0.03497,0.01978,0.02542,0.00371,4,2
0.00115,0.35665,0.01768,0.23442,0.00110,0.00004,0.00259,0.00238,0.97691,0.00280,0.00182,0.00823,0.00183,0.00230,4,7
0.12588,0.63896,0.14737,0.11846,0.00151,0.00151,0.00145,0.00107,0.00289,0.00322,0.00009,0.98618,0.00001,0.00208,7,7
0.40252,0.46067,0.71164,0.06186,0.00044,0.00130,0.01211,0.40670,0.00547,0.55611,0.00449,0.00495,0.00697,0.00145,5,5
0.99966,0.53804,0.19409,0.39492,0.00418,0.00408,0.00001,0.00148,0.00123,0.00024,0.00176,0.00164,0.00393,0.98143,9,9
0.47305,0.39692,0.73873,0.18229,0.01490,0.00038,0.07936,0.82314,0.02483,0.02171,0.02303,0.00634,0.00500,0.00133,3,6
0.45172,0.98035,0.09516,0.52441,0.00137,0.96747,0.00235,0.00014,0.00006,0.00481,0.00630,0.00233,0.00469,0.01048,1,1
0.18634,0.34623,0.15575,0.29077,0.00921,0.00100,0.75234,0.00678,0.19049,0.00988,0.01525,0.00934,0.00556,0.00014,2,4
0.27546,0.02403,0.14366,0.20061,0.00492,0.00580,0.00284,0.00210,0.00574,0.00414,0.00322,0.00003,0.96549,0.00571,8,8
0.45775,1.00000,0.03937,0.47234,0.00066,0.98717,0.00137,0.00003,0.00001,0.00254,0.00139,0.00127,0.00226,0.00331,1,1
0.34456,0.48131,0.30153,0.07599,0.00015,0.00804,0.01143,0.01327,0.00770,0.87393,0.00095,0.08200,0.00120,0.00135,5,7
0.93353,0.53493,0.51126,0.37398,0.01068,0.00372,0.00011,0.07450,0.00486,0.00283,0.01529,0.00814,0.00513,0.87473,9,9
0.47533,0.40345,0.85026,0.11781,0.00810,0.00025,0.04070,0.91446,0.00471,0.01736,0.00803,0.00368,0.00212,0.00059,3,5
0.28302,0.00045,0.09024,0.03612,0.00263,0.00193,0.00069,0.00059,0.00185,0.00152,0.00026,0.00001,0.98846,0.00207,8,8
0.44963,0.99106,0.04359,0.47379,0.00069,0.98574,0.00133,0.00004,0.00002,0.00280,0.00155,0.00142,0.00241,0.00401,1,9
0.00429,0.38145,0.00039,0.24695,0.00045,0.00001,0.00165,0.00126,0.98895,0.00160,0.00131,0.00214,0.00173,0.00089,4,4
0.12513,0.62473,0.20837,0.13664,0.00785,0.00751,0.04638,0.00959,0.02057,0.03148,0.00134,0.87255,0.00026,0.00247,7,0
0.42468,0.38170,0.58607,0.31198,0.01655,0.01473,0.37125,0.30677,0.01768,0.11769,0.11474,0.00949,0.02843,0.00267,2,0
0.51215,0.38546,0.86969,0.32164,0.00200,0.00037,0.00637,0.91165,0.00501,0.02570,0.04038,0.00234,0.00215,0.00404,3,6
0.11011,0.01741,0.35630,0.09280,0.94875,0.00150,0.03401,0.00628,0.00124,0.00004,0.00058,0.00288,0.00378,0.00095,0,2
0.58306,0.23649,0.48658,0.98498,0.00021,0.00153,0.00317,0.00283,0.00182,0.00072,0.98724,0.00016,0.00046,0.00186,6,6
0.06728,0.36651,0.10228,0.40981,0.00147,0.00010,0.00940,0.00487,0.94990,0.00397,0.01974,0.00352,0.00462,0.00242,4,4
0.52232,0.25119,0.33593,0.72963,0.00284,0.00202,0.03840,0.01668,0.10838,0.00575,0.81259,0.00263,0.00504,0.00566,6,6
0.58098,0.25540,0.52298,0.96314,0.00024,0.00142,0.00307,0.00432,0.00190,0.00085,0.98528,0.00018,0.00049,0.00225,6,6
0.53772,0.23713,0.44742,0.84267,0.00160,0.00632,0.05110,0.00677,0.00422,0.00241,0.92404,0.00075,0.00158,0.00120,6,2
0.25839,0.02066,0.11484,0.09657,0.00595,0.00590,0.01088,0.00396,0.02026,0.01674,0.00244,0.00016,0.93014,0.00357,8,0
0.09936,0.37892,0.42457,0.17841,0.00883,0.00014,0.02002,0.22691,0.67155,0.02374,0.01730,0.01180,0.01255,0.00716,4,4
0.11274,0.01647,0.28781,0.08067,0.93227,0.00190,0.04743,0.00526,0.00225,0.00006,0.00062,0.00397,0.00523,0.00101,0,0
0.54695,0.22466,0.33476,0.86850,0.00139,0.08440,0.01151,0.00299,0.00165,0.00545,0.87321,0.00140,0.00401,0.01399,6,1
0.48599,0.36489,0.71386,0.41336,0.00774,0.00279,0.09673,0.59092,0.01836,0.05079,0.21513,0.00598,0.00781,0.00375,3,7
0.52646,0.34057,0.62672,0.50490,0.00833,0.00159,0.02159,0.43459,0.06484,0.02230,0.40796,0.00530,0.01075,0.02275,3,4
0.44019,0.97886,0.14453,0.56649,0.00226,0.91842,0.00946,0.00053,0.00026,0.01267,0.02999,0.00331,0.01071,0.01238,1,1
0.35647,0.47555,0.40621,0.06096,0.00001,0.00217,0.00305,0.00631,0.00117,0.98259,0.00040,0.00248,0.00164,0.00018,5,5
0.51857,0.46215,0.85366,0.12773,0.00331,0.00012,0.00329,0.95883,0.00549,0.01552,0.00537,0.00305,0.00185,0.00318,3,5
0.00344,0.35894,0.01229,0.23094,0.00083,0.00003,0.00262,0.00197,0.98080,0.00262,0.00156,0.00644,0.00161,0.00152,4,7
0.97818,0.55617,0.22777,0.42622,0.00278,0.00303,0.00000,0.00118,0.00070,0.00015,0.00145,0.00171,0.00154,0.98746,9,1
0.46798,0.99488,0.04340,0.47215,0.00071,0.98596,0.00141,0.00004,0.00001,0.00276,0.00153,0.00139,0.00243,0.00376,1,1
0.97364,0.54634,0.22441,0.42747,0.00303,0.00333,0.00000,0.00124,0.00076,0.00016,0.00158,0.00189,0.00165,0.98634,9,9
0.46279,0.98276,0.05331,0.45433,0.00120,0.97619,0.00148,0.00008,0.00003,0.00388,0.00224,0.00218,0.00414,0.00858,1,1
0.46784,0.96222,0.10671,0.48197,0.00715,0.63203,0.00059,0.00087,0.00045,0.00493,0.01065,0.00980,0.01211,0.32141,1,1
