xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.40456,0.37011,0.54090,0.20045,0.03014,0.00089,0.36200,0.37485,0.13177,0.03276,0.03919,0.01531,0.01177,0.00131,3,6
0.51363,0.33842,0.69476,0.55267,0.00564,0.00484,0.04322,0.35217,0.01240,0.03069,0.53111,0.00438,0.00639,0.00915,6,1
0.10619,0.35602,0.10324,0.30891,0.00536,0.00025,0.10719,0.00688,0.84324,0.00673,0.01539,0.00699,0.00735,0.00063,4,4
0.51977,0.24987,0.33913,0.65818,0.00658,0.02134,0.02738,0.01917,0.02321,0.01131,0.76042,0.00051,0.10906,0.02102,6,8
0.44532,0.99557,0.05682,0.46078,0.00117,0.98188,0.00320,0.00006,0.00002,0.00342,0.00215,0.00180,0.00319,0.00311,1,1
0.40074,0.45111,0.58431,0.10760,0.00207,0.00155,0.07916,0.40259,0.04587,0.42373,0.01223,0.02376,0.00744,0.00160,5,7
0.56318,0.44756,0.94730,0.16936,0.00226,0.00006,0.00119,0.97846,0.00196,0.00608,0.00474,0.00138,0.00085,0.00303,3,9
0.41377,0.37269,0.65934,0.17532,0.01949,0.00138,0.66575,0.25270,0.00914,0.02320,0.01675,0.00774,0.00368,0.00017,2,5
0.28708,0.00751,0.09025,0.05327,0.00282,0.00247,0.00070,0.00061,0.00182,0.00164,0.00031,0.00001,0.98703,0.00259,8,8
0.46449,0.99797,0.04218,0.47302,0.00067,0.98637,0.00137,0.00004,0.00001,0.00271,0.00148,0.00135,0.00236,0.00364,1,9
0.03042,0.37116,0.03716,0.24493,0.00079,0.00002,0.00264,0.00211,0.98446,0.00192,0.00189,0.00265,0.00239,0.00112,4,4
0.22447,0.36219,0.21199,0.18923,0.01494,0.00813,0.70721,0.01520,0.06069,0.04748,0.00761,0.13573,0.00253,0.00049,2,0
0.48177,0.37761,0.76310,0.30032,0.00867,0.00172,0.06356,0.78271,0.01075,0.04528,0.07170,0.00463,0.00809,0.00289,3,0
0.54146,0.43744,0.92190,0.22776,0.00178,0.00012,0.00303,0.96253,0.00289,0.01315,0.01141,0.00162,0.00117,0.00232,3,6
0.11260,0.01944,0.36332,0.06928,0.97209,0.00104,0.01266,0.00576,0.00092,0.00002,0.00034,0.00234,0.00328,0.00154,0,2
0.59120,0.23973,0.48899,0.99125,0.00020,0.00145,0.00299,0.00269,0.00170,0.00068,0.98794,0.00015,0.00043,0.00178,6,6
0.53625,0.24466,0.41610,0.85633,0.00110,0.00258,0.01703,0.00665,0.00991,0.00185,0.95587,0.00056,0.00188,0.00257,6,4
0.11403,0.35979,0.23247,0.49275,0.01026,0.00114,0.15105,0.02350,0.60491,0.01021,0.17565,0.00928,0.01097,0.00303,4,6
0.58298,0.25417,0.51773,0.97042,0.00023,0.00140,0.00299,0.00388,0.00182,0.00080,0.98613,0.00017,0.00047,0.00212,6,6
0.54791,0.23689,0.46926,0.91951,0.00060,0.00331,0.01355,0.00413,0.00244,0.00123,0.97221,0.00033,0.00082,0.00138,6,2
0.25189,0.02165,0.14313,0.12554,0.00999,0.00894,0.02450,0.00599,0.02301,0.01970,0.00449,0.00025,0.89965,0.00348,8,0
0.51218,0.42037,0.76277,0.14105,0.00577,0.00009,0.00658,0.92502,0.02733,0.01463,0.00931,0.00371,0.00367,0.00389,3,4
0.23336,0.31679,0.27290,0.22904,0.01801,0.00178,0.96808,0.00208,0.00284,0.00109,0.00250,0.00190,0.00170,0.00001,2,0
0.59334,0.24128,0.48932,0.99561,0.00019,0.00142,0.00285,0.00260,0.00164,0.00065,0.98834,0.00014,0.00041,0.00176,6,1
0.53987,0.29791,0.61662,0.77554,0.00180,0.00218,0.01800,0.04200,0.00568,0.00340,0.92094,0.00085,0.00165,0.00349,6,7
0.52370,0.32744,0.69594,0.60806,0.00541,0.00223,0.02735,0.27471,0.01442,0.01205,0.64789,0.00260,0.00451,0.00883,6,4
0.30180,0.32449,0.29560,0.52215,0.00771,0.13588,0.45630,0.01582,0.01253,0.08389,0.25043,0.01149,0.02295,0.00301,2,1
0.37612,0.46846,0.57772,0.12316,0.00009,0.00248,0.00676,0.07774,0.00357,0.89625,0.00310,0.00500,0.00397,0.00104,5,5
0.48547,0.40297,0.78934,0.17216,0.01075,0.00028,0.02153,0.91437,0.01207,0.01591,0.01426,0.00500,0.00348,0.00235,3,5
0.02033,0.37079,0.00901,0.24771,0.00056,0.00001,0.00219,0.00145,0.98730,0.00175,0.00153,0.00233,0.00199,0.00090,4,7
0.96898,0.54701,0.25080,0.41991,0.00305,0.00286,0.00000,0.00156,0.00080,0.00017,0.00166,0.00176,0.00172,0.98640,9,1
0.45383,0.98673,0.05001,0.48911,0.00077,0.98444,0.00138,0.00004,0.00002,0.00273,0.00194,0.00141,0.00262,0.00464,1,1
0.95670,0.52156,0.28057,0.56983,0.01615,0.03558,0.00055,0.01144,0.00733,0.00257,0.07748,0.01002,0.01071,0.82816,9,9
0.43645,0.42135,0.39542,0.25139,0.08993,0.15542,0.02298,0.16032,0.01698,0.07950,0.04870,0.05071,0.10560,0.26985,9,1
0.55335,0.35927,0.48262,0.47741,0.02569,0.00771,0.00717,0.25812,0.08283,0.01986,0.28257,0.01834,0.02351,0.27420,6,1
