xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.58054,0.49254,1.00000,0.09657,0.00128,0.00002,0.00091,0.98725,0.00112,0.00516,0.00185,0.00082,0.00049,0.00108,3,5
0.03246,0.34514,0.10127,0.14532,0.00057,0.00037,0.01272,0.01205,0.82226,0.11926,0.00407,0.01201,0.01404,0.00266,4,5
0.46769,0.98884,0.04244,0.48345,0.00067,0.98632,0.00120,0.00003,0.00001,0.00250,0.00156,0.00133,0.00227,0.00411,1,1
0.50307,0.48831,0.93752,0.07186,0.00082,0.00006,0.00144,0.96717,0.00189,0.02260,0.00218,0.00146,0.00099,0.00139,3,3
0.01473,0.37386,0.00815,0.25075,0.00053,0.00002,0.00192,0.00146,0.98722,0.00185,0.00154,0.00248,0.00195,0.00103,4,4
0.13117,0.02305,0.25642,0.00846,0.96950,0.00134,0.00523,0.00340,0.00121,0.00002,0.00019,0.00106,0.01452,0.00353,0,0
0.00473,0.37267,0.00500,0.24426,0.00049,0.00001,0.00179,0.00138,0.98787,0.00179,0.00136,0.00265,0.00167,0.00097,4,4
0.28254,0.01048,0.09189,0.04722,0.00347,0.00211,0.00074,0.00072,0.00232,0.00152,0.00032,0.00001,0.98596,0.00281,8,8
0.57019,0.26594,0.56328,0.91397,0.00036,0.00140,0.00500,0.00846,0.00240,0.00128,0.97808,0.00025,0.00061,0.00215,6,6
0.13794,0.63567,0.39366,0.08263,0.00423,0.00182,0.00487,0.03284,0.00949,0.02333,0.00062,0.91598,0.00008,0.00674,7,7
0.52340,0.48688,0.94593,0.08856,0.00130,0.00005,0.00138,0.97692,0.00182,0.01230,0.00235,0.00148,0.00083,0.00157,3,3
0.03951,0.37851,0.04176,0.30420,0.00068,0.00002,0.00261,0.00214,0.98259,0.00216,0.00334,0.00261,0.00239,0.00146,4,4
0.14486,0.02266,0.22345,0.03572,0.88329,0.00237,0.01752,0.00977,0.01068,0.00019,0.00093,0.00212,0.06552,0.00760,0,0
0.28810,0.02130,0.26173,0.04615,0.00581,0.00246,0.00208,0.00738,0.00575,0.00698,0.00121,0.00004,0.96260,0.00568,8,8
0.28460,0.01299,0.09265,0.07120,0.00335,0.00275,0.00067,0.00083,0.00266,0.00194,0.00044,0.00001,0.98293,0.00442,8,8
0.58106,0.47681,0.97273,0.10263,0.00206,0.00003,0.00124,0.98477,0.00144,0.00504,0.00231,0.00100,0.00069,0.00141,3,3
0.24977,0.32211,0.30844,0.26778,0.00382,0.00118,0.98624,0.00135,0.00155,0.00168,0.00228,0.00123,0.00066,0.00000,2,2
0.99102,0.54585,0.22475,0.42068,0.00313,0.00322,0.00000,0.00132,0.00084,0.00017,0.00158,0.00199,0.00170,0.98603,9,9
0.28306,0.00062,0.08929,0.03513,0.00264,0.00184,0.00070,0.00061,0.00199,0.00154,0.00026,0.00001,0.98833,0.00207,8,8
0.54421,0.29751,0.66477,0.78699,0.00078,0.00150,0.00682,0.05619,0.00511,0.00491,0.91713,0.00070,0.00135,0.00552,6,3
0.57578,0.24180,0.48512,0.97944,0.00023,0.00161,0.00331,0.00296,0.00191,0.00077,0.98659,0.00017,0.00049,0.00197,6,6
0.38568,0.46588,0.44057,0.16815,0.00169,0.01834,0.00620,0.15119,0.02211,0.66833,0.01455,0.01583,0.05250,0.04925,5,9
0.16304,0.02224,0.19699,0.00883,0.65133,0.00581,0.01199,0.00810,0.00638,0.00037,0.00084,0.00075,0.30271,0.01172,0,8
0.11412,0.63190,0.14023,0.12337,0.00169,0.00140,0.00159,0.00117,0.00397,0.00326,0.00010,0.98449,0.00001,0.00231,7,7
0.50122,0.48712,0.92997,0.08603,0.00084,0.00007,0.00175,0.96200,0.00206,0.02647,0.00265,0.00162,0.00108,0.00144,3,5
0.58444,0.23701,0.48698,0.98454,0.00021,0.00153,0.00315,0.00285,0.00183,0.00073,0.98719,0.00016,0.00046,0.00189,6,6
0.24361,0.33160,0.27973,0.27177,0.00366,0.00174,0.98277,0.00146,0.00219,0.00276,0.00279,0.00175,0.00088,0.00001,2,2
0.57041,0.26500,0.54483,0.91037,0.00044,0.00176,0.00361,0.00879,0.00283,0.00134,0.97605,0.00032,0.00076,0.00409,6,6
0.47088,0.39093,0.80077,0.23194,0.01446,0.00073,0.13212,0.78436,0.00779,0.02030,0.03083,0.00552,0.00315,0.00073,3,3
0.11585,0.64303,0.14821,0.11907,0.00186,0.00148,0.00144,0.00110,0.00294,0.00268,0.00009,0.98610,0.00001,0.00228,7,7
0.11082,0.01302,0.35717,0.27699,0.92244,0.00476,0.02909,0.01348,0.00329,0.00009,0.00630,0.00413,0.00888,0.00754,0,0
0.54762,0.44054,0.92637,0.19764,0.00243,0.00009,0.00284,0.97024,0.00272,0.00882,0.00816,0.00150,0.00111,0.00209,3,5
0.58679,0.48382,0.98521,0.09740,0.00182,0.00003,0.00104,0.98626,0.00126,0.00471,0.00203,0.00094,0.00059,0.00132,3,3
0.57976,0.47270,0.97134,0.11452,0.00204,0.00004,0.00124,0.98414,0.00149,0.00519,0.00260,0.00104,0.00070,0.00153,3,3
0.28605,0.00501,0.09303,0.03713,0.00284,0.00197,0.00075,0.00066,0.00210,0.00165,0.00028,0.00001,0.98753,0.00220,8,8
0.36030,0.47388,0.42902,0.06929,0.00002,0.00285,0.00434,0.01152,0.00178,0.97246,0.00071,0.00275,0.00323,0.00032,5,5
0.57596,0.48568,0.98398,0.10164,0.00159,0.00003,0.00112,0.98568,0.00130,0.00541,0.00213,0.00097,0.00057,0.00121,3,3
0.98244,0.54128,0.22721,0.42041,0.00321,0.00336,0.00001,0.00138,0.00086,0.00018,0.00165,0.00205,0.00177,0.98553,9,9
0.26836,0.33818,0.43273,0.21717,0.01942,0.00204,0.92680,0.02119,0.00756,0.00643,0.00867,0.00389,0.00393,0.00006,2,2
0.11120,0.63891,0.15099,0.12111,0.00205,0.00159,0.00156,0.00120,0.00316,0.00282,0.00010,0.98506,0.00001,0.00247,7,7
0.97231,0.54810,0.23092,0.42759,0.00293,0.00319,0.00000,0.00128,0.00076,0.00017,0.00159,0.00184,0.00163,0.98660,9,9
0.13775,0.02342,0.24380,0.00000,0.94358,0.00190,0.00557,0.00438,0.00179,0.00004,0.00026,0.00087,0.03610,0.00550,0,0
0.53752,0.47860,0.93122,0.10124,0.00215,0.00006,0.00161,0.97746,0.00211,0.00918,0.00284,0.00159,0.00101,0.00199,3,3
0.12438,0.02785,0.28194,0.04270,0.97844,0.00140,0.00321,0.00327,0.00081,0.00002,0.00019,0.00193,0.00557,0.00517,0,0
0.35529,0.47601,0.39459,0.05864,0.00001,0.00216,0.00297,0.00535,0.00109,0.98399,0.00036,0.00242,0.00149,0.00016,5,5
0.20335,0.34392,0.24203,0.25238,0.01838,0.00266,0.86957,0.01113,0.05618,0.01110,0.01291,0.01147,0.00643,0.00017,2,2
0.11195,0.63199,0.14005,0.12610,0.00218,0.00144,0.00165,0.00128,0.00436,0.00290,0.00011,0.98333,0.00001,0.00272,7,7
0.12253,0.64278,0.14787,0.11998,0.00178,0.00152,0.00144,0.00109,0.00289,0.00279,0.00009,0.98614,0.00001,0.00226,7,7
0.35534,0.47575,0.38826,0.06223,0.00001,0.00249,0.00337,0.00543,0.00115,0.98283,0.00040,0.00228,0.00188,0.00017,5,5
0.99334,0.55338,0.21759,0.42128,0.00288,0.00301,0.00000,0.00116,0.00075,0.00015,0.00142,0.00176,0.00162,0.98724,9,9
0.48734,0.39627,0.87055,0.24128,0.00585,0.00021,0.01916,0.93024,0.00562,0.01189,0.02130,0.00246,0.00195,0.00132,3,6
0.46369,0.99851,0.04019,0.47344,0.00065,0.98687,0.00131,0.00003,0.00001,0.00260,0.00142,0.00129,0.00228,0.00352,1,1
0.03914,0.36146,0.02611,0.25779,0.00098,0.00003,0.00585,0.00194,0.98039,0.00215,0.00237,0.00335,0.00223,0.00071,4,4
0.27618,0.00017,0.09123,0.03651,0.00259,0.00197,0.00074,0.00062,0.00198,0.00167,0.00027,0.00001,0.98810,0.00206,8,8
0.46050,0.99966,0.03972,0.47197,0.00066,0.98699,0.00135,0.00003,0.00001,0.00257,0.00140,0.00129,0.00228,0.00342,1,1
0.12580,0.63516,0.15537,0.12562,0.00175,0.00207,0.00176,0.00127,0.00302,0.00402,0.00011,0.98348,0.00001,0.00250,7,7
0.97463,0.55487,0.23108,0.42637,0.00281,0.00295,0.00000,0.00121,0.00071,0.00015,0.00147,0.00175,0.00151,0.98745,9,9
0.56737,0.49387,0.97738,0.08954,0.00179,0.00003,0.00161,0.98423,0.00137,0.00616,0.00215,0.00102,0.00065,0.00099,3,5
0.27331,0.00196,0.09422,0.03763,0.00293,0.00201,0.00076,0.00067,0.00209,0.00163,0.00029,0.00001,0.98738,0.00223,8,8
0.46662,0.96607,0.07773,0.48481,0.00378,0.83190,0.00060,0.00037,0.00019,0.00450,0.00649,0.00685,0.00783,0.13749,1,9
0.01504,0.38130,0.00657,0.25030,0.00052,0.00001,0.00184,0.00143,0.98751,0.00180,0.00150,0.00243,0.00192,0.00103,4,4
0.10493,0.03313,0.24649,0.04072,0.87752,0.00416,0.01329,0.00938,0.00457,0.00019,0.00042,0.07767,0.00178,0.01101,0,0
0.22895,0.02464,0.25985,0.17759,0.03823,0.10482,0.11312,0.02201,0.01055,0.06068,0.01715,0.00221,0.62218,0.00905,8,0
0.56655,0.27080,0.57313,0.89639,0.00038,0.00162,0.00452,0.01094,0.00263,0.00173,0.97412,0.00030,0.00075,0.00301,6,6
0.24029,0.31380,0.29490,0.23870,0.01810,0.00194,0.96945,0.00201,0.00195,0.00094,0.00240,0.00191,0.00130,0.00001,2,2
0.57494,0.24071,0.48378,0.97719,0.00023,0.00164,0.00340,0.00301,0.00196,0.00078,0.98631,0.00018,0.00050,0.00199,6,6
0.02478,0.37587,0.01716,0.25777,0.00062,0.00002,0.00223,0.00170,0.98530,0.00208,0.00187,0.00272,0.00226,0.00119,4,4
0.57683,0.24470,0.48484,0.97918,0.00023,0.00158,0.00320,0.00297,0.00193,0.00076,0.98665,0.00017,0.00049,0.00202,6,6
0.59216,0.24713,0.49342,0.99364,0.00019,0.00141,0.00284,0.00268,0.00164,0.00066,0.98825,0.00014,0.00041,0.00178,6,6
0.25616,0.32410,0.29655,0.35104,0.00434,0.00227,0.97761,0.00176,0.00245,0.00241,0.00654,0.00160,0.00101,0.00001,2,2
0.16926,0.02216,0.17739,0.07566,0.57724,0.01718,0.06259,0.02108,0.03747,0.00330,0.00442,0.00784,0.24844,0.02044,0,0
0.00794,0.38169,0.00273,0.24642,0.00047,0.00001,0.00178,0.00131,0.98852,0.00167,0.00136,0.00216,0.00183,0.00089,4,4
0.11616,0.02400,0.30270,0.02483,0.98514,0.00079,0.00422,0.00260,0.00058,0.00001,0.00012,0.00172,0.00280,0.00201,0,0
0.45034,0.99647,0.04361,0.47131,0.00072,0.98597,0.00146,0.00004,0.00002,0.00277,0.00153,0.00140,0.00244,0.00366,1,1
0.40690,0.45849,0.67221,0.12773,0.00137,0.00179,0.01511,0.56000,0.01486,0.37001,0.01199,0.00825,0.01196,0.00466,3,7
0.09310,0.37921,0.30203,0.23635,0.00499,0.00012,0.00750,0.06509,0.86501,0.01294,0.01404,0.00887,0.01087,0.01057,4,4
0.46845,0.99348,0.04314,0.47401,0.00069,0.98608,0.00136,0.00004,0.00001,0.00274,0.00153,0.00136,0.00240,0.00378,1,1
0.35447,0.47631,0.38810,0.05411,0.00001,0.00202,0.00279,0.00483,0.00103,0.98517,0.00032,0.00231,0.00138,0.00014,5,5
0.36959,0.47074,0.47494,0.08990,0.00017,0.00360,0.00802,0.05844,0.00785,0.89723,0.00235,0.01652,0.00390,0.00192,5,5
0.11913,0.63332,0.14835,0.12268,0.00196,0.00160,0.00161,0.00120,0.00330,0.00299,0.00010,0.98481,0.00001,0.00242,7,7
0.99967,0.54799,0.21208,0.43713,0.00338,0.00574,0.00001,0.00124,0.00076,0.00023,0.00200,0.00246,0.00194,0.98225,9,1
0.44879,0.99353,0.04550,0.46873,0.00077,0.98527,0.00152,0.00004,0.00002,0.00289,0.00160,0.00149,0.00254,0.00387,1,1
0.98734,0.55638,0.22327,0.42255,0.00288,0.00305,0.00000,0.00118,0.00073,0.00015,0.00143,0.00183,0.00154,0.98719,9,9
0.46473,0.98691,0.04539,0.47007,0.00078,0.98429,0.00134,0.00004,0.00002,0.00295,0.00166,0.00157,0.00264,0.00472,1,1
0.46305,0.98001,0.06253,0.47788,0.00145,0.96956,0.00127,0.00010,0.00004,0.00376,0.00299,0.00282,0.00401,0.01401,1,1
