xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.58812,0.23719,0.48743,0.98934,0.00020,0.00148,0.00306,0.00272,0.00174,0.00069,0.98771,0.00015,0.00044,0.00180,6,6
0.24286,0.32649,0.27925,0.27709,0.00363,0.00154,0.98485,0.00123,0.00185,0.00210,0.00255,0.00149,0.00075,0.00000,2,2
0.11795,0.02584,0.29654,0.02942,0.98403,0.00091,0.00419,0.00272,0.00063,0.00001,0.00014,0.00185,0.00315,0.00237,0,0
0.02003,0.37221,0.01429,0.25695,0.00058,0.00002,0.00213,0.00160,0.98609,0.00199,0.00175,0.00269,0.00205,0.00111,4,4
0.11711,0.02608,0.30230,0.02606,0.98477,0.00083,0.00405,0.00268,0.00060,0.00001,0.00013,0.00176,0.00295,0.00222,0,0
0.44867,0.99132,0.04929,0.46689,0.00085,0.98406,0.00165,0.00005,0.00002,0.00310,0.00174,0.00164,0.00272,0.00419,1,1
0.11430,0.63078,0.15501,0.12334,0.00216,0.00151,0.00184,0.00158,0.00487,0.00366,0.00013,0.98137,0.00002,0.00286,7,7
0.01787,0.38643,0.01171,0.23581,0.00066,0.00002,0.00176,0.00165,0.98644,0.00178,0.00148,0.00253,0.00235,0.00133,4,4
0.46817,0.99423,0.04592,0.46879,0.00077,0.98521,0.00154,0.00004,0.00002,0.00292,0.00160,0.00151,0.00253,0.00387,1,1
0.35413,0.47645,0.38410,0.05402,0.00001,0.00204,0.00279,0.00465,0.00102,0.98535,0.00031,0.00235,0.00134,0.00014,5,5
0.35204,0.47697,0.35091,0.07147,0.00003,0.00378,0.00488,0.00778,0.00265,0.96851,0.00057,0.00985,0.00153,0.00042,5,5
0.12495,0.63731,0.15371,0.12400,0.00216,0.00177,0.00169,0.00129,0.00327,0.00308,0.00011,0.98399,0.00001,0.00263,7,7
0.46764,0.96292,0.09920,0.47195,0.00697,0.68624,0.00067,0.00079,0.00041,0.00519,0.00925,0.01203,0.00986,0.26860,1,1
0.46850,0.99098,0.04866,0.46713,0.00084,0.98425,0.00163,0.00005,0.00002,0.00305,0.00171,0.00163,0.00268,0.00414,1,1
0.98934,0.55470,0.22502,0.42126,0.00299,0.00313,0.00000,0.00125,0.00077,0.00016,0.00149,0.00192,0.00159,0.98669,9,9
0.46784,0.98922,0.04457,0.47067,0.00073,0.98519,0.00137,0.00004,0.00002,0.00290,0.00158,0.00150,0.00249,0.00419,1,1
0.46650,0.98829,0.04790,0.47058,0.00081,0.98431,0.00150,0.00004,0.00002,0.00299,0.00171,0.00161,0.00263,0.00438,1,1
